Account,City,State,Property Type,Servicer,Servicer Type,Loan Type,UnPaid Balance,0,30,60,90,REO,Current Prop Value,LTV,Avg OEP,Unemployment,Avg Values,Inventory,Days on Market
ACCT_5469,Phoenix,AZ,MF,Chase,Bank,FR,192172,,,1,,,169000,$1.14,-0.14,7.10%,"$224,700","22,781",120
ACCT_5470,Phoenix,AZ,SFA,Chase,Bank,ARM,150121,,,,1,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5471,Phoenix,AZ,MF,Chase,Bank,FR,550000,,,1,,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5472,Phoenix,AZ,SFA,PHH,Mtg Company,ARM,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5473,Phoenix,AZ,MF,PHH,Mtg Company,FR,240287,,,,,1,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5474,Phoenix,AZ,CO,PHH,Mtg Company,FR,150121,1,,,,,200000,$0.75,0.25,6.30%,"$176,891","36,800",145
ACCT_5475,Phoenix,AZ,MF,PHH,Mtg Company,FR,550000,1,,,,,650000,$0.85,0.15,6.30%,"$176,891","36,800",145
ACCT_5476,Phoenix,AZ,SFA,Chase,Bank,FR,192172,,,1,,,171171,$1.12,-0.12,6.30%,"$176,891","36,800",145
ACCT_5477,Phoenix,AZ,SFA,PHH,Mtg Company,FR,150121,1,,,,,230000,$0.65,0.35,10.60%,"$43,125","15,373",197
ACCT_5478,Phoenix,AZ,CO,PHH,Mtg Company,FR,550000,,1,,,,545545,$1.01,-0.01,10.60%,"$43,125","15,373",197
ACCT_5479,Phoenix,AZ,MF,Chase,Bank,ARM,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_5480,Phoenix,AZ,SFA,PHH,Mtg Company,FR,240287,,,1,,,200000,$1.20,-0.2,7.10%,"$224,700","22,781",120
ACCT_5481,Phoenix,AZ,CO,Chase,Bank,FR,325924,1,,,,,340000,$0.96,0.04,6.30%,"$176,891","36,800",145
ACCT_5482,Phoenix,AZ,SFA,Chase,Bank,FR,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5483,Phoenix,AZ,MF,First Horizon,Mtg Company,FR,192172,,1,,,,175123,$1.10,-0.1,6.30%,"$176,891","36,800",145
ACCT_5484,Phoenix,AZ,SFA,Wells,Bank,FR,192172,,,1,,,170000,$1.13,-0.13,6.30%,"$176,891","36,800",145
ACCT_5485,Phoenix,AZ,SFA,First Horizon,Mtg Company,FR,240287,,,1,,,200000,$1.20,-0.2,6.30%,"$176,891","36,800",145
ACCT_5486,Phoenix,AZ,MF,First Horizon,Mtg Company,FR,192172,,1,,,,175000,$1.10,-0.1,7.20%,"$187,345","24,341",240
ACCT_5487,Phoenix,AZ,SFA,First Horizon,Mtg Company,FR,240287,1,,,,,296515,$0.81,0.19,10.60%,"$43,125","15,373",197
ACCT_5488,Phoenix,AZ,SFA,Wells,Bank,ARM,150121,,1,,1,,145000,$1.04,-0.04,10.60%,"$43,125","15,373",197
ACCT_5489,Phoenix,AZ,SFA,National City,Bank,ARM,550000,,,1,,,475000,$1.16,-0.16,6.30%,"$176,891","36,800",145
ACCT_5490,Phoenix,AZ,MF,National City,Bank,FR,192172,,,1,,1,180000,$1.07,-0.07,6.30%,"$176,891","36,800",145
ACCT_5491,Phoenix,AZ,CO,National City,Bank,FR,150121,,1,,,,175000,$0.86,0.14,6.30%,"$176,891","36,800",145
ACCT_5492,Phoenix,AZ,MF,EDS CU,Credit Union,FR,550000,1,,,,,700000,$0.79,0.21,6.30%,"$176,891","36,800",145
ACCT_5493,Phoenix,AZ,CO,National City,Bank,ARM,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5494,Phoenix,AZ,MF,National City,Bank,FR,240287,,,,,1,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5495,Phoenix,AZ,SFA,EDS CU,Credit Union,FR,150121,,,,1,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5496,Phoenix,AZ,CO,National City,Bank,FR,550000,1,,,,,500000,$1.10,-0.1,7.20%,"$187,345","24,341",240
ACCT_5497,Phoenix,AZ,CO,EDS CU,Credit Union,FR,192172,,,1,,,165000,$1.17,-0.16,10.60%,"$43,125","15,373",197
ACCT_5498,Phoenix,AZ,MF,EDS CU,Credit Union,ARM,150121,,,,1,,120000,$1.25,-0.25,7.10%,"$224,700","22,781",120
ACCT_5499,Phoenix,AZ,SFA,PHH,Mtg Company,FR,550000,,,1,,,470000,$1.17,-0.17,6.30%,"$176,891","36,800",145
ACCT_5500,Phoenix,AZ,CO,Chase,Bank,FR,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5501,Phoenix,AZ,SFA,PHH,Mtg Company,FR,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5502,Phoenix,AZ,MF,PHH,Mtg Company,ARM,325924,,,1,,,310281,$1.05,-0.05,6.30%,"$176,891","36,800",145
ACCT_5503,Phoenix,AZ,CO,PHH,Mtg Company,FR,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5504,Phoenix,AZ,MF,Chase,Bank,FR,192172,,,1,,,180000,$1.07,-0.07,6.30%,"$176,891","36,800",145
ACCT_5505,Phoenix,AZ,MF,BofA,Bank,ARM,150121,,,1,,,125000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_5506,Phoenix,AZ,SFA,BofA,Bank,FR,550000,,1,,,,525000,$1.05,-0.05,10.60%,"$43,125","15,373",197
ACCT_5507,Phoenix,AZ,CO,BofA,Bank,ARM,192172,1,,,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_5508,Phoenix,AZ,MF,Fifth Third,Thrift,FR,240287,1,,,,,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_5509,Phoenix,AZ,MF,BofA,Bank,FR,325924,,1,,,,219316,$1.49,-0.49,6.30%,"$176,891","36,800",145
ACCT_5510,Phoenix,AZ,CO,BofA,Bank,FR,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5511,Phoenix,AZ,SFA,Fifth Third,Thrift,ARM,192172,,1,,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_5512,Phoenix,AZ,CO,BofA,Bank,ARM,150121,,1,,,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5513,Phoenix,AZ,MF,Fifth Third,Thrift,FR,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5514,Phoenix,AZ,SFA,Fifth Third,Thrift,ARM,192172,,,1,,,160000,$1.20,-0.2,6.30%,"$176,891","36,800",145
ACCT_5515,Phoenix,AZ,MF,National City,Bank,FR,240287,1,,,,,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_5516,Phoenix,AZ,MF,EDS CU,Credit Union,ARM,325924,,,1,,,310281,$1.05,-0.05,7.20%,"$187,345","24,341",240
ACCT_5517,Phoenix,AZ,MF,National City,Bank,FR,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_5518,Phoenix,AZ,SFA,National City,Bank,FR,192172,,,1,,,150505,$1.28,-0.28,6.30%,"$176,891","36,800",145
ACCT_5519,Phoenix,AZ,MF,National City,Bank,FR,150121,,1,,,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5520,Phoenix,AZ,SFA,EDS CU,Credit Union,FR,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5521,Phoenix,AZ,MF,Wells,Bank,FR,192172,,1,,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_5522,Phoenix,AZ,CO,Wells,Bank,FR,150121,,1,,,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5523,Phoenix,AZ,MF,Wells,Bank,ARM,325924,,,1,,,310281,$1.05,-0.05,6.30%,"$176,891","36,800",145
ACCT_5524,Phoenix,AZ,SFA,First Horizon,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5525,Phoenix,AZ,SFA,Wells,Bank,FR,240287,1,,,,,296515,$0.81,0.19,10.60%,"$43,125","15,373",197
ACCT_5526,Phoenix,AZ,CO,First Horizon,Mtg Company,FR,150121,,1,,1,,101982,$1.47,-0.47,10.60%,"$43,125","15,373",197
ACCT_5527,Phoenix,AZ,MF,First Horizon,Mtg Company,FR,550000,,,1,,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_5528,Phoenix,AZ,SFA,Wells,Bank,FR,192172,,,1,,,169000,$1.14,-0.14,7.10%,"$224,700","22,781",120
ACCT_5529,Phoenix,AZ,CO,First Horizon,Mtg Company,FR,150121,,,,1,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5530,Phoenix,AZ,SFA,First Horizon,Mtg Company,FR,550000,,,1,,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5531,Phoenix,AZ,MF,BofA,Bank,FR,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5532,Phoenix,AZ,SFA,Fifth Third,Thrift,ARM,240287,,,,,1,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5533,Phoenix,AZ,SFA,BofA,Bank,ARM,150121,1,,,,,200000,$0.75,0.25,6.30%,"$176,891","36,800",145
ACCT_5534,Phoenix,AZ,MF,BofA,Bank,FR,550000,1,,,,,650000,$0.85,0.15,7.20%,"$187,345","24,341",240
ACCT_5535,Phoenix,AZ,SFA,BofA,Bank,FR,192172,,,1,,,171171,$1.12,-0.12,10.60%,"$43,125","15,373",197
ACCT_5536,Phoenix,AZ,SFA,Fifth Third,Thrift,FR,150121,1,,,,,230000,$0.65,0.35,10.60%,"$43,125","15,373",197
ACCT_5537,Phoenix,AZ,SFA,Chase,Bank,ARM,550000,,1,,,,545545,$1.01,-0.01,6.30%,"$176,891","36,800",145
ACCT_5538,Phoenix,AZ,MF,Chase,Bank,FR,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5539,Phoenix,AZ,CO,Chase,Bank,FR,240287,,,1,,,200000,$1.20,-0.2,6.30%,"$176,891","36,800",145
ACCT_5540,Phoenix,AZ,MF,PHH,Mtg Company,FR,325924,1,,,,,340000,$0.96,0.04,6.30%,"$176,891","36,800",145
ACCT_5541,Phoenix,AZ,CO,Chase,Bank,FR,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5542,Phoenix,AZ,MF,PHH,Mtg Company,ARM,192172,,1,,,,175123,$1.10,-0.1,6.30%,"$176,891","36,800",145
ACCT_5543,Phoenix,AZ,SFA,PHH,Mtg Company,FR,192172,,,1,,,170000,$1.13,-0.13,6.30%,"$176,891","36,800",145
ACCT_5544,Phoenix,AZ,CO,Chase,Bank,FR,240287,,,1,,,200000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_5545,Phoenix,AZ,CO,PHH,Mtg Company,FR,192172,,1,,,,175000,$1.10,-0.1,10.60%,"$43,125","15,373",197
ACCT_5546,Phoenix,AZ,MF,PHH,Mtg Company,ARM,240287,1,,,,,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_5547,Phoenix,AZ,SFA,Wells,Bank,FR,150121,,1,,1,,145000,$1.04,-0.04,6.30%,"$176,891","36,800",145
ACCT_5548,Phoenix,AZ,CO,First Horizon,Mtg Company,FR,550000,,,1,,,475000,$1.16,-0.16,6.30%,"$176,891","36,800",145
ACCT_5549,Phoenix,AZ,SFA,Wells,Bank,ARM,192172,,,1,,1,180000,$1.07,-0.07,6.30%,"$176,891","36,800",145
ACCT_5550,Phoenix,AZ,MF,Wells,Bank,FR,150121,,1,,,,175000,$0.86,0.14,6.30%,"$176,891","36,800",145
ACCT_5551,Phoenix,AZ,CO,Wells,Bank,ARM,550000,1,,,,,700000,$0.79,0.21,6.30%,"$176,891","36,800",145
ACCT_5552,Phoenix,AZ,MF,First Horizon,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5553,Phoenix,AZ,MF,First Horizon,Mtg Company,FR,240287,,,,,1,296515,$0.81,0.19,7.20%,"$187,345","24,341",240
ACCT_5554,Phoenix,AZ,SFA,First Horizon,Mtg Company,FR,150121,,,,1,,101982,$1.47,-0.47,10.60%,"$43,125","15,373",197
ACCT_5555,Phoenix,AZ,CO,First Horizon,Mtg Company,ARM,550000,1,,,,,500000,$1.10,-0.1,10.60%,"$43,125","15,373",197
ACCT_5556,Phoenix,AZ,MF,Wells,Bank,ARM,192172,,,1,,,165000,$1.17,-0.16,7.10%,"$224,700","22,781",120
ACCT_5557,Phoenix,AZ,MF,Wells,Bank,FR,150121,,,,1,,120000,$1.25,-0.25,6.30%,"$176,891","36,800",145
ACCT_5558,Phoenix,AZ,CO,Wells,Bank,ARM,550000,,,1,,,470000,$1.17,-0.17,6.30%,"$176,891","36,800",145
ACCT_5559,Phoenix,AZ,SFA,Wells,Bank,FR,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5560,Phoenix,AZ,CO,First Horizon,Mtg Company,ARM,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5561,Phoenix,AZ,MF,Wells,Bank,FR,325924,,,1,,,310281,$1.05,-0.05,6.30%,"$176,891","36,800",145
ACCT_5562,Phoenix,AZ,SFA,Fifth Third,Thrift,FR,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5563,Phoenix,AZ,MF,Fifth Third,Thrift,FR,192172,,,1,,,180000,$1.07,-0.07,7.20%,"$187,345","24,341",240
ACCT_5564,Phoenix,AZ,MF,BofA,Bank,FR,150121,,,1,,,125000,$1.20,-0.2,7.20%,"$187,345","24,341",240
ACCT_5565,Phoenix,AZ,MF,Fifth Third,Thrift,FR,550000,,1,,,,525000,$1.05,-0.05,7.10%,"$224,700","22,781",120
ACCT_5566,Phoenix,AZ,SFA,Fifth Third,Thrift,FR,192172,1,,,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_5567,Phoenix,AZ,MF,Wells,Bank,ARM,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5568,Phoenix,AZ,SFA,First Horizon,Mtg Company,FR,325924,,1,,,,219316,$1.49,-0.49,6.30%,"$176,891","36,800",145
ACCT_5569,Phoenix,AZ,MF,PHH,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5570,Phoenix,AZ,CO,PHH,Mtg Company,FR,192172,,1,,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_5571,Phoenix,AZ,MF,PHH,Mtg Company,FR,150121,,1,,,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5572,Phoenix,AZ,SFA,Chase,Bank,FR,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5573,Phoenix,AZ,SFA,Chase,Bank,FR,192172,,,1,,,160000,$1.20,-0.2,10.60%,"$43,125","15,373",197
ACCT_5574,Phoenix,AZ,CO,Chase,Bank,FR,240287,1,,,,,296515,$0.81,0.19,10.60%,"$43,125","15,373",197
ACCT_5575,Phoenix,AZ,MF,Chase,Bank,FR,325924,,,1,,,310281,$1.05,-0.05,7.10%,"$224,700","22,781",120
ACCT_5576,Phoenix,AZ,SFA,PHH,Mtg Company,ARM,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_5577,Phoenix,AZ,CO,First Horizon,Mtg Company,ARM,192172,,,1,,,150505,$1.28,-0.28,6.30%,"$176,891","36,800",145
ACCT_5578,Phoenix,AZ,SFA,First Horizon,Mtg Company,FR,150121,,1,,,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5579,Phoenix,AZ,MF,First Horizon,Mtg Company,FR,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5580,Phoenix,AZ,SFA,Wells,Bank,FR,192172,,1,,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_5581,Phoenix,AZ,SFA,First Horizon,Mtg Company,ARM,150121,,1,,,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5582,Phoenix,AZ,MF,First Horizon,Mtg Company,FR,325924,,,1,,,310281,$1.05,-0.05,7.20%,"$187,345","24,341",240
ACCT_5583,Phoenix,AZ,SFA,Chase,Bank,FR,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_5584,Phoenix,AZ,SFA,PHH,Mtg Company,FR,240287,1,,,,,296515,$0.81,0.19,10.60%,"$43,125","15,373",197
ACCT_5585,Phoenix,AZ,SFA,National City,Bank,FR,150121,,1,,1,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5586,Phoenix,AZ,MF,National City,Bank,ARM,550000,,,1,,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5587,Phoenix,AZ,CO,National City,Bank,FR,192172,,,1,,,169000,$1.14,-0.14,6.30%,"$176,891","36,800",145
ACCT_5588,Phoenix,AZ,MF,EDS CU,Credit Union,FR,150121,,,,1,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5589,Phoenix,AZ,CO,EDS CU,Credit Union,FR,550000,,,1,,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5590,Phoenix,AZ,MF,EDS CU,Credit Union,ARM,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5591,Phoenix,AZ,SFA,EDS CU,Credit Union,FR,240287,,,,,1,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5592,Phoenix,AZ,CO,National City,Bank,FR,150121,1,,,,,200000,$0.75,0.25,7.20%,"$187,345","24,341",240
ACCT_5593,Phoenix,AZ,CO,PHH,Mtg Company,ARM,550000,1,,,,,650000,$0.85,0.15,10.60%,"$43,125","15,373",197
ACCT_5594,Phoenix,AZ,MF,PHH,Mtg Company,FR,192172,,,1,,,171171,$1.12,-0.12,7.10%,"$224,700","22,781",120
ACCT_5595,Phoenix,AZ,SFA,PHH,Mtg Company,ARM,150121,1,,,,,230000,$0.65,0.35,6.30%,"$176,891","36,800",145
ACCT_5596,Phoenix,AZ,CO,Chase,Bank,FR,550000,,1,,,,545545,$1.01,-0.01,6.30%,"$176,891","36,800",145
ACCT_5597,Phoenix,AZ,SFA,PHH,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5598,Phoenix,AZ,MF,PHH,Mtg Company,FR,240287,,,1,,,200000,$1.20,-0.2,6.30%,"$176,891","36,800",145
ACCT_5599,Phoenix,AZ,CO,EDS CU,Credit Union,ARM,325924,1,,,,,340000,$0.96,0.04,6.30%,"$176,891","36,800",145
ACCT_5600,Phoenix,AZ,MF,National City,Bank,ARM,550000,,,,1,,449533,$1.22,-0.22,6.30%,"$176,891","36,800",145
ACCT_5601,Phoenix,AZ,MF,BofA,Bank,FR,192172,,1,,,,175123,$1.10,-0.1,7.20%,"$187,345","24,341",240
ACCT_5602,Phoenix,AZ,SFA,BofA,Bank,ARM,550000,,,,1,,449533,$1.22,-0.22,10.60%,"$43,125","15,373",197
ACCT_5603,Phoenix,AZ,CO,BofA,Bank,FR,192172,,1,,,,196481,$0.98,0.02,10.60%,"$43,125","15,373",197
ACCT_5604,Phoenix,AZ,MF,Fifth Third,Thrift,ARM,150121,1,,,,,215000,$0.70,0.3,7.10%,"$224,700","22,781",120
ACCT_5605,Phoenix,AZ,MF,Fifth Third,Thrift,FR,550000,1,,,,,800000,$0.69,0.31,6.30%,"$176,891","36,800",145
ACCT_5606,Phoenix,AZ,CO,Fifth Third,Thrift,FR,192172,1,,,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_5607,Phoenix,AZ,SFA,Fifth Third,Thrift,FR,240287,1,,,,,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5608,Phoenix,AZ,CO,BofA,Bank,FR,150121,,1,,1,,160000,$0.94,0.06,6.30%,"$176,891","36,800",145
ACCT_5609,Phoenix,AZ,MF,National City,Bank,FR,550000,,,1,,,650000,$0.85,0.15,6.30%,"$176,891","36,800",145
ACCT_5610,Phoenix,AZ,SFA,National City,Bank,FR,192172,,,1,,1,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_5611,Phoenix,AZ,MF,National City,Bank,ARM,150121,,1,,,,175000,$0.86,0.14,7.20%,"$187,345","24,341",240
ACCT_5612,Phoenix,AZ,MF,EDS CU,Credit Union,FR,550000,1,,,,,700000,$0.79,0.21,7.20%,"$187,345","24,341",240
ACCT_5613,Phoenix,AZ,MF,National City,Bank,FR,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_5614,Phoenix,AZ,SFA,National City,Bank,FR,240287,,,,,1,296515,$0.81,0.19,6.30%,"$176,891","36,800",145
ACCT_5615,Phoenix,AZ,MF,Fifth Third,Thrift,FR,150121,,,,1,,101982,$1.47,-0.47,6.30%,"$176,891","36,800",145
ACCT_5616,Phoenix,AZ,SFA,First Horizon,Mtg Company,FR,550000,1,,,,,555555,$0.99,0.01,6.30%,"$176,891","36,800",145
ACCT_5617,Phoenix,AZ,MF,Wells,Bank,FR,192172,1,,,,,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_5618,Phoenix,AZ,CO,Wells,Bank,FR,150121,,1,,1,,210000,$0.72,0.29,6.30%,"$176,891","36,800",145
ACCT_5619,Phoenix,AZ,SFA,First Horizon,Mtg Company,ARM,550000,,,1,,,605000,$0.91,0.09,6.30%,"$176,891","36,800",145
ACCT_5620,Phoenix,AZ,SFA,First Horizon,Mtg Company,ARM,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_5621,Phoenix,AZ,CO,First Horizon,Mtg Company,FR,240287,,,,,1,296515,$0.81,0.19,10.60%,"$43,125","15,373",197
ACCT_5622,Phoenix,AZ,SFA,Wells,Bank,FR,325924,,,1,,,310281,$1.05,-0.05,7.10%,"$224,700","22,781",120
ACCT_5781,Salt Lake City,UT,CO,Chase,Bank,FR,150121,1,,,,,215000,$0.70,0.3,7.10%,"$224,700","22,781",120
ACCT_5782,Salt Lake City,UT,MF,Chase,Bank,FR,550000,1,,,,,800000,$0.69,0.31,7.20%,"$187,345","24,341",240
ACCT_5783,Salt Lake City,UT,SFA,National City,Bank,ARM,192172,1,,,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_5784,Salt Lake City,UT,SFA,EDS CU,Credit Union,ARM,240287,1,,,,,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_5785,Salt Lake City,UT,MF,PHH,Mtg Company,ARM,192172,,1,,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_5786,Salt Lake City,UT,SFA,PHH,Mtg Company,FR,240287,1,,,,,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_5787,Salt Lake City,UT,SFA,BofA,Bank,FR,150121,,1,,1,,160000,$0.94,0.06,7.20%,"$187,345","24,341",240
ACCT_5788,Salt Lake City,UT,MF,Fifth Third,Thrift,ARM,550000,,,1,,,650000,$0.85,0.15,7.10%,"$224,700","22,781",120
ACCT_5789,Salt Lake City,UT,CO,National City,Bank,FR,192172,,,1,,1,196481,$0.98,0.02,6.30%,"$176,891","36,800",145
ACCT_5790,Salt Lake City,UT,CO,National City,Bank,FR,150121,,1,,,,175000,$0.86,0.14,7.10%,"$224,700","22,781",120
ACCT_5791,Salt Lake City,UT,CO,Wells,Bank,FR,550000,1,,,,,700000,$0.79,0.21,7.10%,"$224,700","22,781",120
ACCT_5792,Salt Lake City,UT,CO,First Horizon,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
ACCT_5793,Salt Lake City,UT,CO,BofA,Bank,FR,240287,,,,,1,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_5794,Salt Lake City,UT,MF,BofA,Bank,ARM,150121,,,,1,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_5795,Salt Lake City,UT,SFA,Chase,Bank,ARM,550000,1,,,,,555555,$0.99,0.01,7.10%,"$224,700","22,781",120
ACCT_5796,Salt Lake City,UT,SFA,PHH,Mtg Company,ARM,192172,1,,,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_5797,Salt Lake City,UT,MF,Wells,Bank,FR,150121,,1,,1,,210000,$0.72,0.29,7.10%,"$224,700","22,781",120
ACCT_5798,Salt Lake City,UT,SFA,Wells,Bank,FR,550000,,,1,,,605000,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_5799,Salt Lake City,UT,SFA,EDS CU,Credit Union,ARM,250638,1,,,,,275977,$0.91,0.09,7.20%,"$187,345","24,341",240
ACCT_5800,Salt Lake City,UT,MF,National City,Bank,FR,240287,,,,,1,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_5801,Salt Lake City,UT,CO,Chase,Bank,FR,325924,,,1,,,310281,$1.05,-0.05,6.30%,"$176,891","36,800",145
ACCT_5802,Salt Lake City,UT,CO,Chase,Bank,FR,550000,,,,1,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_5803,Salt Lake City,UT,CO,PHH,Mtg Company,FR,192172,,,1,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_5804,Salt Lake City,UT,CO,Chase,Bank,FR,150121,1,,,,,210000,$0.72,0.29,10.60%,"$43,125","15,373",197
ACCT_5805,Salt Lake City,UT,CO,First Horizon,Mtg Company,ARM,550000,1,,,,,570200,$0.97,0.04,7.10%,"$224,700","22,781",120
ACCT_5806,Salt Lake City,UT,MF,Chase,Bank,ARM,192172,1,,,,,196481,$0.98,0.02,7.20%,"$187,345","24,341",240
ACCT_5807,Salt Lake City,UT,SFA,National City,Bank,ARM,240287,1,,,,,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_5808,Salt Lake City,UT,SFA,EDS CU,Credit Union,FR,325924,,1,,,,219316,$1.49,-0.49,7.10%,"$224,700","22,781",120
ACCT_5809,Salt Lake City,UT,MF,PHH,Mtg Company,FR,250638,1,,,,,275977,$0.91,0.09,7.10%,"$224,700","22,781",120
ACCT_5810,Salt Lake City,UT,SFA,EDS CU,Credit Union,ARM,192172,,1,,,,196481,$0.98,0.02,7.10%,"$224,700","22,781",120
ACCT_5811,Salt Lake City,UT,SFA,BofA,Bank,FR,150121,,1,,,,101982,$1.47,-0.47,7.20%,"$187,345","24,341",240
ACCT_5812,Salt Lake City,UT,MF,Fifth Third,Thrift,FR,550000,,,,1,,449533,$1.22,-0.22,7.10%,"$224,700","22,781",120
ACCT_5813,Salt Lake City,UT,CO,National City,Bank,FR,192172,,,1,,,160000,$1.20,-0.2,6.30%,"$176,891","36,800",145
ACCT_5814,Salt Lake City,UT,CO,Fifth Third,Thrift,FR,240287,1,,,,,296515,$0.81,0.19,7.10%,"$224,700","22,781",120
ACCT_5815,Salt Lake City,UT,CO,Wells,Bank,FR,325924,,,1,,,310281,$1.05,-0.05,7.10%,"$224,700","22,781",120
ACCT_5816,Salt Lake City,UT,CO,First Horizon,Mtg Company,ARM,250638,1,,,,,275977,$0.91,0.09,10.60%,"$43,125","15,373",197
